C,P,U,(,%,)
M,E,M,_,R,S,S,(,M,B,)
M,E,M,_,V,M,S,(,M,B,)
N,O,_,F,D,s
24.00,53.1,873.0,18
11.30,53.1,873.0,18
1.30,53.1,873.0,18
0.00,53.1,873.0,18
0.00,53.1,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
0.00,53.2,873.0,18
