C,P,U,(,%,)
M,E,M,_,R,S,S,(,M,B,)
M,E,M,_,V,M,S,(,M,B,)
N,O,_,F,D,s
24.00,53.0,873.0,18
0.70,53.0,873.0,18
1.30,53.0,873.0,18
2.70,52.8,872.8,18
8.00,52.8,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
0.00,53.0,872.8,18
6.70,54.2,877.4,18
5.30,54.2,877.4,18
0.70,54.2,877.4,18
1.30,54.3,877.4,18
2.00,54.3,877.4,18
36.60,54.3,877.4,18
27.30,54.3,877.4,18
10.00,54.3,877.4,18
0.00,54.3,877.4,18
58.60,55.1,878.2,18
4.70,55.1,878.2,18
8.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
0.00,55.1,878.3,18
8.70,56.0,879.0,18
